date,Air.Pressure_hourly.mean,Air.Temperature_hourly.mean,Relative.Humidity_hourly.mean,sensors.VPD,Solar.Voltage_hourly.mean,localTime
2019-09-01 17:00:00,1023.0,21.95,40.4,1.57,0.51,2019-09-01 17:00:00-05:00
2019-09-01 18:00:00,,,,,,2019-09-01 18:00:00-05:00
2019-09-01 19:00:00,,,,,,2019-09-01 19:00:00-05:00
2019-09-01 20:00:00,,,,,,2019-09-01 20:00:00-05:00
2019-09-01 21:00:00,,,,,,2019-09-01 21:00:00-05:00
2019-09-01 22:00:00,,,,,,2019-09-01 22:00:00-05:00
2019-09-01 23:00:00,,,,,,2019-09-01 23:00:00-05:00
2019-09-02 00:00:00,,,,,,2019-09-02 00:00:00-05:00
2019-09-02 01:00:00,,,,,,2019-09-02 01:00:00-05:00
2019-09-02 02:00:00,,,,,,2019-09-02 02:00:00-05:00
2019-09-02 03:00:00,,,,,,2019-09-02 03:00:00-05:00
2019-09-02 04:00:00,,,,,,2019-09-02 04:00:00-05:00
2019-09-02 05:00:00,,,,,,2019-09-02 05:00:00-05:00
2019-09-02 06:00:00,,,,,,2019-09-02 06:00:00-05:00
2019-09-02 07:00:00,,,,,,2019-09-02 07:00:00-05:00
2019-09-02 08:00:00,,,,,,2019-09-02 08:00:00-05:00
2019-09-02 09:00:00,,,,,,2019-09-02 09:00:00-05:00
2019-09-02 10:00:00,,,,,,2019-09-02 10:00:00-05:00
2019-09-02 11:00:00,,,,,,2019-09-02 11:00:00-05:00
2019-09-02 12:00:00,,,,,,2019-09-02 12:00:00-05:00
2019-09-02 13:00:00,,,,,,2019-09-02 13:00:00-05:00
2019-09-02 14:00:00,,,,,,2019-09-02 14:00:00-05:00
2019-09-02 15:00:00,,,,,,2019-09-02 15:00:00-05:00
2019-09-02 16:00:00,,,,,,2019-09-02 16:00:00-05:00
2019-09-02 17:00:00,,,,,,2019-09-02 17:00:00-05:00
2019-09-02 18:00:00,,,,,,2019-09-02 18:00:00-05:00
2019-09-02 19:00:00,,,,,,2019-09-02 19:00:00-05:00
2019-09-02 20:00:00,,,,,,2019-09-02 20:00:00-05:00
2019-09-02 21:00:00,,,,,,2019-09-02 21:00:00-05:00
2019-09-02 22:00:00,,,,,,2019-09-02 22:00:00-05:00
2019-09-02 23:00:00,,,,,,2019-09-02 23:00:00-05:00
2019-09-03 00:00:00,,,,,,2019-09-03 00:00:00-05:00
2019-09-03 01:00:00,,,,,,2019-09-03 01:00:00-05:00
2019-09-03 02:00:00,,,,,,2019-09-03 02:00:00-05:00
2019-09-03 03:00:00,,,,,,2019-09-03 03:00:00-05:00
2019-09-03 04:00:00,,,,,,2019-09-03 04:00:00-05:00
2019-09-03 05:00:00,,,,,,2019-09-03 05:00:00-05:00
2019-09-03 06:00:00,,,,,,2019-09-03 06:00:00-05:00
2019-09-03 07:00:00,,,,,,2019-09-03 07:00:00-05:00
2019-09-03 08:00:00,,,,,,2019-09-03 08:00:00-05:00
2019-09-03 09:00:00,,,,,,2019-09-03 09:00:00-05:00
2019-09-03 10:00:00,,,,,,2019-09-03 10:00:00-05:00
2019-09-03 11:00:00,,,,,,2019-09-03 11:00:00-05:00
2019-09-03 12:00:00,,,,,,2019-09-03 12:00:00-05:00
2019-09-03 13:00:00,,,,,,2019-09-03 13:00:00-05:00
2019-09-03 14:00:00,,,,,,2019-09-03 14:00:00-05:00
2019-09-03 15:00:00,,,,,,2019-09-03 15:00:00-05:00
2019-09-03 16:00:00,,,,,,2019-09-03 16:00:00-05:00
2019-09-03 17:00:00,,,,,,2019-09-03 17:00:00-05:00
2019-09-03 18:00:00,,,,,,2019-09-03 18:00:00-05:00
2019-09-03 19:00:00,,,,,,2019-09-03 19:00:00-05:00
2019-09-03 20:00:00,,,,,,2019-09-03 20:00:00-05:00
2019-09-03 21:00:00,,,,,,2019-09-03 21:00:00-05:00
2019-09-03 22:00:00,,,,,,2019-09-03 22:00:00-05:00
2019-09-03 23:00:00,,,,,,2019-09-03 23:00:00-05:00
2019-09-04 00:00:00,,,,,,2019-09-04 00:00:00-05:00
2019-09-04 01:00:00,,,,,,2019-09-04 01:00:00-05:00
2019-09-04 02:00:00,790.0,23.2,44.35,1.58,0.61,2019-09-04 02:00:00-05:00
2019-09-04 03:00:00,,,,,,2019-09-04 03:00:00-05:00
2019-09-04 04:00:00,,,,,,2019-09-04 04:00:00-05:00
2019-09-04 05:00:00,,,,,,2019-09-04 05:00:00-05:00
2019-09-04 06:00:00,,,,,,2019-09-04 06:00:00-05:00
2019-09-04 07:00:00,,,,,,2019-09-04 07:00:00-05:00
2019-09-04 08:00:00,,,,,,2019-09-04 08:00:00-05:00
2019-09-04 09:00:00,,,,,,2019-09-04 09:00:00-05:00
2019-09-04 10:00:00,,,,,,2019-09-04 10:00:00-05:00
2019-09-04 11:00:00,,,,,,2019-09-04 11:00:00-05:00
2019-09-04 12:00:00,,,,,,2019-09-04 12:00:00-05:00
2019-09-04 13:00:00,,,,,,2019-09-04 13:00:00-05:00
2019-09-04 14:00:00,832.0,30.0,57.97,1.79,0.98,2019-09-04 14:00:00-05:00
2019-09-04 15:00:00,,,,,,2019-09-04 15:00:00-05:00
2019-09-04 16:00:00,,,,,,2019-09-04 16:00:00-05:00
2019-09-04 17:00:00,808.6,28.3,46.49,2.07,5.17,2019-09-04 17:00:00-05:00
2019-09-04 18:00:00,808.0,26.99,50.08,1.78,5.91,2019-09-04 18:00:00-05:00
2019-09-04 19:00:00,807.0,27.72,46.23,2.01,5.92,2019-09-04 19:00:00-05:00
2019-09-04 20:00:00,807.0,25.92,48.37,1.73,6.6,2019-09-04 20:00:00-05:00
2019-09-04 21:00:00,807.0,24.61,51.76,1.5,6.83,2019-09-04 21:00:00-05:00
2019-09-04 22:00:00,807.0,23.06,57.11,1.22,6.43,2019-09-04 22:00:00-05:00
2019-09-04 23:00:00,807.67,18.9,66.81,0.73,1.32,2019-09-04 23:00:00-05:00
2019-09-05 00:00:00,808.67,17.89,70.52,0.6,0.02,2019-09-05 00:00:00-05:00
2019-09-05 01:00:00,809.0,18.66,63.75,0.78,0.02,2019-09-05 01:00:00-05:00
2019-09-05 02:00:00,809.5,19.39,58.98,0.93,0.03,2019-09-05 02:00:00-05:00
2019-09-05 03:00:00,809.83,18.75,61.65,0.83,0.03,2019-09-05 03:00:00-05:00
2019-09-05 04:00:00,810.0,18.3,68.11,0.67,0.03,2019-09-05 04:00:00-05:00
2019-09-05 05:00:00,810.0,17.88,70.6,0.6,0.02,2019-09-05 05:00:00-05:00
2019-09-05 06:00:00,809.5,17.02,74.18,0.5,0.03,2019-09-05 06:00:00-05:00
2019-09-05 07:00:00,809.0,15.99,80.24,0.36,0.01,2019-09-05 07:00:00-05:00
2019-09-05 08:00:00,809.0,15.41,84.3,0.28,0.02,2019-09-05 08:00:00-05:00
2019-09-05 09:00:00,810.0,15.08,85.19,0.25,0.02,2019-09-05 09:00:00-05:00
2019-09-05 10:00:00,810.0,14.95,86.36,0.23,1.99,2019-09-05 10:00:00-05:00
2019-09-05 11:00:00,810.17,16.04,84.4,0.29,6.68,2019-09-05 11:00:00-05:00
2019-09-05 12:00:00,811.0,18.2,79.44,0.43,6.85,2019-09-05 12:00:00-05:00
2019-09-05 13:00:00,811.0,18.7,77.43,0.49,6.88,2019-09-05 13:00:00-05:00
2019-09-05 14:00:00,811.0,20.26,72.55,0.65,6.93,2019-09-05 14:00:00-05:00
2019-09-05 15:00:00,811.0,22.29,67.51,0.88,6.89,2019-09-05 15:00:00-05:00
2019-09-05 16:00:00,810.83,23.21,63.11,1.05,6.84,2019-09-05 16:00:00-05:00
2019-09-05 17:00:00,809.67,26.46,55.8,1.56,6.81,2019-09-05 17:00:00-05:00
2019-09-05 18:00:00,808.67,28.1,47.85,2.0,6.71,2019-09-05 18:00:00-05:00
2019-09-05 19:00:00,808.0,27.51,46.06,2.0,6.79,2019-09-05 19:00:00-05:00
2019-09-05 20:00:00,807.0,27.27,45.99,1.97,6.81,2019-09-05 20:00:00-05:00
2019-09-05 21:00:00,807.67,23.34,56.84,1.25,6.39,2019-09-05 21:00:00-05:00
2019-09-05 22:00:00,808.0,20.95,58.54,1.03,5.9,2019-09-05 22:00:00-05:00
2019-09-05 23:00:00,808.67,20.28,58.87,0.98,1.15,2019-09-05 23:00:00-05:00
2019-09-06 00:00:00,809.0,20.37,55.09,1.08,0.03,2019-09-06 00:00:00-05:00
2019-09-06 01:00:00,809.33,19.42,57.99,0.95,0.03,2019-09-06 01:00:00-05:00
2019-09-06 02:00:00,810.0,18.24,63.7,0.76,0.04,2019-09-06 02:00:00-05:00
2019-09-06 03:00:00,810.0,17.62,68.31,0.64,0.04,2019-09-06 03:00:00-05:00
2019-09-06 04:00:00,810.0,16.7,73.04,0.51,0.02,2019-09-06 04:00:00-05:00
2019-09-06 05:00:00,810.0,17.27,70.75,0.58,0.03,2019-09-06 05:00:00-05:00
2019-09-06 06:00:00,809.17,16.61,73.18,0.51,0.02,2019-09-06 06:00:00-05:00
2019-09-06 07:00:00,808.0,16.46,74.33,0.48,0.02,2019-09-06 07:00:00-05:00
2019-09-06 08:00:00,809.0,16.3,77.47,0.42,0.02,2019-09-06 08:00:00-05:00
2019-09-06 09:00:00,809.5,16.45,77.85,0.42,0.03,2019-09-06 09:00:00-05:00
2019-09-06 10:00:00,810.0,16.38,80.79,0.36,0.88,2019-09-06 10:00:00-05:00
2019-09-06 11:00:00,810.4,15.85,83.18,0.3,5.3,2019-09-06 11:00:00-05:00
2019-09-06 12:00:00,811.33,15.8,85.52,0.26,6.23,2019-09-06 12:00:00-05:00
2019-09-06 13:00:00,812.0,16.15,78.27,0.4,6.8,2019-09-06 13:00:00-05:00
2019-09-06 14:00:00,812.0,17.6,85.01,0.3,7.05,2019-09-06 14:00:00-05:00
2019-09-06 15:00:00,812.0,17.9,83.06,0.35,6.94,2019-09-06 15:00:00-05:00
2019-09-06 16:00:00,811.0,24.6,60.48,1.27,6.7,2019-09-06 16:00:00-05:00
2019-09-06 17:00:00,809.67,29.39,46.52,2.2,6.69,2019-09-06 17:00:00-05:00
2019-09-06 18:00:00,808.67,25.2,52.91,1.52,6.9,2019-09-06 18:00:00-05:00
2019-09-06 19:00:00,808.0,25.0,54.6,1.45,6.95,2019-09-06 19:00:00-05:00
2019-09-06 20:00:00,808.0,22.92,55.03,1.26,6.82,2019-09-06 20:00:00-05:00
2019-09-06 21:00:00,808.0,23.58,57.31,1.24,6.81,2019-09-06 21:00:00-05:00
2019-09-06 22:00:00,808.0,22.9,60.56,1.11,6.35,2019-09-06 22:00:00-05:00
2019-09-06 23:00:00,808.67,18.23,72.7,0.58,1.41,2019-09-06 23:00:00-05:00
2019-09-07 00:00:00,809.0,16.83,76.41,0.45,0.03,2019-09-07 00:00:00-05:00
2019-09-07 01:00:00,809.83,16.73,77.27,0.43,0.04,2019-09-07 01:00:00-05:00
2019-09-07 02:00:00,810.0,17.0,74.38,0.5,0.05,2019-09-07 02:00:00-05:00
2019-09-07 03:00:00,810.17,16.17,74.3,0.47,0.02,2019-09-07 03:00:00-05:00
2019-09-07 04:00:00,810.17,15.6,81.64,0.33,0.02,2019-09-07 04:00:00-05:00
2019-09-07 05:00:00,810.0,15.4,81.13,0.33,0.01,2019-09-07 05:00:00-05:00
2019-09-07 06:00:00,809.5,15.89,74.51,0.46,0.02,2019-09-07 06:00:00-05:00
2019-09-07 07:00:00,809.0,15.42,79.53,0.36,0.02,2019-09-07 07:00:00-05:00
2019-09-07 08:00:00,809.0,14.44,85.66,0.24,0.02,2019-09-07 08:00:00-05:00
2019-09-07 09:00:00,809.0,14.28,84.21,0.26,0.02,2019-09-07 09:00:00-05:00
2019-09-07 10:00:00,809.0,14.05,86.22,0.22,1.33,2019-09-07 10:00:00-05:00
2019-09-07 11:00:00,809.83,14.36,87.3,0.21,5.64,2019-09-07 11:00:00-05:00
2019-09-07 12:00:00,810.67,15.96,84.36,0.29,5.92,2019-09-07 12:00:00-05:00
2019-09-07 13:00:00,810.67,18.78,78.14,0.48,5.92,2019-09-07 13:00:00-05:00
2019-09-07 14:00:00,811.0,21.29,68.3,0.81,6.57,2019-09-07 14:00:00-05:00
2019-09-07 15:00:00,810.0,25.56,55.65,1.46,6.68,2019-09-07 15:00:00-05:00
2019-09-07 16:00:00,809.67,28.31,50.3,1.92,6.68,2019-09-07 16:00:00-05:00
2019-09-07 17:00:00,808.5,28.64,47.46,2.08,6.79,2019-09-07 17:00:00-05:00
2019-09-07 18:00:00,807.83,29.14,45.15,2.24,6.79,2019-09-07 18:00:00-05:00
2019-09-07 19:00:00,807.0,28.35,45.9,2.1,6.72,2019-09-07 19:00:00-05:00
2019-09-07 20:00:00,807.0,30.7,41.2,2.62,6.79,2019-09-07 20:00:00-05:00
