date,Air.Pressure_hourly.mean,Air.Temperature_hourly.mean,Relative.Humidity_hourly.mean,sensors.VPD,Solar.Voltage_hourly.mean,localTime
2018-04-01 00:00:00,455.67,35.78,50.1,3.01,6.63,2018-04-01 00:00:00-05:00
2018-04-01 01:00:00,456.62,35.68,45.13,3.21,6.49,2018-04-01 01:00:00-05:00
2018-04-01 02:00:00,457.33,36.5,39.99,3.67,6.75,2018-04-01 02:00:00-05:00
2018-04-01 03:00:00,454.6,32.74,47.96,2.59,6.77,2018-04-01 03:00:00-05:00
2018-04-01 04:00:00,450.67,27.54,61.04,1.51,4.52,2018-04-01 04:00:00-05:00
2018-04-01 05:00:00,,,,,,2018-04-01 05:00:00-05:00
2018-04-01 06:00:00,437.83,21.67,85.04,0.39,0.01,2018-04-01 06:00:00-05:00
2018-04-01 07:00:00,444.83,21.45,81.34,0.48,0.01,2018-04-01 07:00:00-05:00
2018-04-01 08:00:00,445.0,21.85,79.92,0.53,0.0,2018-04-01 08:00:00-05:00
2018-04-01 09:00:00,,,,,,2018-04-01 09:00:00-05:00
2018-04-01 10:00:00,,,,,,2018-04-01 10:00:00-05:00
2018-04-01 11:00:00,,,,,,2018-04-01 11:00:00-05:00
2018-04-01 12:00:00,,,,,,2018-04-01 12:00:00-05:00
2018-04-01 13:00:00,,,,,,2018-04-01 13:00:00-05:00
2018-04-01 14:00:00,,,,,,2018-04-01 14:00:00-05:00
2018-04-01 15:00:00,,,,,,2018-04-01 15:00:00-05:00
2018-04-01 16:00:00,,,,,,2018-04-01 16:00:00-05:00
2018-04-01 17:00:00,,,,,,2018-04-01 17:00:00-05:00
2018-04-01 18:00:00,,,,,,2018-04-01 18:00:00-05:00
2018-04-01 19:00:00,,,,,,2018-04-01 19:00:00-05:00
2018-04-01 20:00:00,,,,,,2018-04-01 20:00:00-05:00
2018-04-01 21:00:00,,,,,,2018-04-01 21:00:00-05:00
2018-04-01 22:00:00,,,,,,2018-04-01 22:00:00-05:00
2018-04-01 23:00:00,,,,,,2018-04-01 23:00:00-05:00
2018-04-02 00:00:00,,,,,,2018-04-02 00:00:00-05:00
2018-04-02 01:00:00,,,,,,2018-04-02 01:00:00-05:00
2018-04-02 02:00:00,,,,,,2018-04-02 02:00:00-05:00
2018-04-02 03:00:00,,,,,,2018-04-02 03:00:00-05:00
2018-04-02 04:00:00,,,,,,2018-04-02 04:00:00-05:00
2018-04-02 05:00:00,,,,,,2018-04-02 05:00:00-05:00
2018-04-02 06:00:00,,,,,,2018-04-02 06:00:00-05:00
2018-04-02 07:00:00,,,,,,2018-04-02 07:00:00-05:00
2018-04-02 08:00:00,,,,,,2018-04-02 08:00:00-05:00
2018-04-02 09:00:00,,,,,,2018-04-02 09:00:00-05:00
2018-04-02 10:00:00,,,,,,2018-04-02 10:00:00-05:00
2018-04-02 11:00:00,,,,,,2018-04-02 11:00:00-05:00
2018-04-02 12:00:00,,,,,,2018-04-02 12:00:00-05:00
2018-04-02 13:00:00,,,,,,2018-04-02 13:00:00-05:00
2018-04-02 14:00:00,,,,,,2018-04-02 14:00:00-05:00
2018-04-02 15:00:00,,,,,,2018-04-02 15:00:00-05:00
2018-04-02 16:00:00,,,,,,2018-04-02 16:00:00-05:00
2018-04-02 17:00:00,,,,,,2018-04-02 17:00:00-05:00
2018-04-02 18:00:00,,,,,,2018-04-02 18:00:00-05:00
2018-04-02 19:00:00,,,,,,2018-04-02 19:00:00-05:00
2018-04-02 20:00:00,,,,,,2018-04-02 20:00:00-05:00
2018-04-02 21:00:00,,,,,,2018-04-02 21:00:00-05:00
2018-04-02 22:00:00,,,,,,2018-04-02 22:00:00-05:00
2018-04-02 23:00:00,,,,,,2018-04-02 23:00:00-05:00
2018-04-03 00:00:00,,,,,,2018-04-03 00:00:00-05:00
2018-04-03 01:00:00,,,,,,2018-04-03 01:00:00-05:00
2018-04-03 02:00:00,,,,,,2018-04-03 02:00:00-05:00
2018-04-03 03:00:00,,,,,,2018-04-03 03:00:00-05:00
2018-04-03 04:00:00,,,,,,2018-04-03 04:00:00-05:00
2018-04-03 05:00:00,,,,,,2018-04-03 05:00:00-05:00
2018-04-03 06:00:00,,,,,,2018-04-03 06:00:00-05:00
2018-04-03 07:00:00,,,,,,2018-04-03 07:00:00-05:00
2018-04-03 08:00:00,,,,,,2018-04-03 08:00:00-05:00
2018-04-03 09:00:00,,,,,,2018-04-03 09:00:00-05:00
