date,Air.Pressure_hourly.mean,Air.Temperature_hourly.mean,Relative.Humidity_hourly.mean,sensors.VPD,Solar.Voltage_hourly.mean,localTime
2019-09-01 16:00:00,1019.0,20.62,38.91,1.49,0.49,2019-09-01 16:00:00-05:00
2019-09-01 17:00:00,,,,,,2019-09-01 17:00:00-05:00
2019-09-01 18:00:00,,,,,,2019-09-01 18:00:00-05:00
2019-09-01 19:00:00,,,,,,2019-09-01 19:00:00-05:00
2019-09-01 20:00:00,,,,,,2019-09-01 20:00:00-05:00
2019-09-01 21:00:00,,,,,,2019-09-01 21:00:00-05:00
2019-09-01 22:00:00,,,,,,2019-09-01 22:00:00-05:00
2019-09-01 23:00:00,,,,,,2019-09-01 23:00:00-05:00
2019-09-02 00:00:00,,,,,,2019-09-02 00:00:00-05:00
2019-09-02 01:00:00,,,,,,2019-09-02 01:00:00-05:00
2019-09-02 02:00:00,,,,,,2019-09-02 02:00:00-05:00
2019-09-02 03:00:00,,,,,,2019-09-02 03:00:00-05:00
2019-09-02 04:00:00,,,,,,2019-09-02 04:00:00-05:00
2019-09-02 05:00:00,,,,,,2019-09-02 05:00:00-05:00
2019-09-02 06:00:00,,,,,,2019-09-02 06:00:00-05:00
2019-09-02 07:00:00,,,,,,2019-09-02 07:00:00-05:00
2019-09-02 08:00:00,,,,,,2019-09-02 08:00:00-05:00
2019-09-02 09:00:00,,,,,,2019-09-02 09:00:00-05:00
2019-09-02 10:00:00,,,,,,2019-09-02 10:00:00-05:00
2019-09-02 11:00:00,,,,,,2019-09-02 11:00:00-05:00
2019-09-02 12:00:00,,,,,,2019-09-02 12:00:00-05:00
2019-09-02 13:00:00,,,,,,2019-09-02 13:00:00-05:00
2019-09-02 14:00:00,,,,,,2019-09-02 14:00:00-05:00
2019-09-02 15:00:00,,,,,,2019-09-02 15:00:00-05:00
2019-09-02 16:00:00,,,,,,2019-09-02 16:00:00-05:00
2019-09-02 17:00:00,,,,,,2019-09-02 17:00:00-05:00
2019-09-02 18:00:00,,,,,,2019-09-02 18:00:00-05:00
2019-09-02 19:00:00,,,,,,2019-09-02 19:00:00-05:00
2019-09-02 20:00:00,,,,,,2019-09-02 20:00:00-05:00
2019-09-02 21:00:00,,,,,,2019-09-02 21:00:00-05:00
2019-09-02 22:00:00,,,,,,2019-09-02 22:00:00-05:00
2019-09-02 23:00:00,,,,,,2019-09-02 23:00:00-05:00
2019-09-03 00:00:00,,,,,,2019-09-03 00:00:00-05:00
2019-09-03 01:00:00,,,,,,2019-09-03 01:00:00-05:00
2019-09-03 02:00:00,,,,,,2019-09-03 02:00:00-05:00
2019-09-03 03:00:00,,,,,,2019-09-03 03:00:00-05:00
2019-09-03 04:00:00,,,,,,2019-09-03 04:00:00-05:00
2019-09-03 05:00:00,,,,,,2019-09-03 05:00:00-05:00
2019-09-03 06:00:00,,,,,,2019-09-03 06:00:00-05:00
2019-09-03 07:00:00,,,,,,2019-09-03 07:00:00-05:00
2019-09-03 08:00:00,,,,,,2019-09-03 08:00:00-05:00
2019-09-03 09:00:00,,,,,,2019-09-03 09:00:00-05:00
2019-09-03 10:00:00,,,,,,2019-09-03 10:00:00-05:00
2019-09-03 11:00:00,,,,,,2019-09-03 11:00:00-05:00
2019-09-03 12:00:00,,,,,,2019-09-03 12:00:00-05:00
2019-09-03 13:00:00,,,,,,2019-09-03 13:00:00-05:00
2019-09-03 14:00:00,,,,,,2019-09-03 14:00:00-05:00
2019-09-03 15:00:00,,,,,,2019-09-03 15:00:00-05:00
2019-09-03 16:00:00,,,,,,2019-09-03 16:00:00-05:00
2019-09-03 17:00:00,,,,,,2019-09-03 17:00:00-05:00
2019-09-03 18:00:00,,,,,,2019-09-03 18:00:00-05:00
2019-09-03 19:00:00,,,,,,2019-09-03 19:00:00-05:00
2019-09-03 20:00:00,,,,,,2019-09-03 20:00:00-05:00
2019-09-03 21:00:00,,,,,,2019-09-03 21:00:00-05:00
2019-09-03 22:00:00,,,,,,2019-09-03 22:00:00-05:00
2019-09-03 23:00:00,,,,,,2019-09-03 23:00:00-05:00
2019-09-04 00:00:00,,,,,,2019-09-04 00:00:00-05:00
2019-09-04 01:00:00,,,,,,2019-09-04 01:00:00-05:00
2019-09-04 02:00:00,,,,,,2019-09-04 02:00:00-05:00
2019-09-04 03:00:00,,,,,,2019-09-04 03:00:00-05:00
2019-09-04 04:00:00,,,,,,2019-09-04 04:00:00-05:00
2019-09-04 05:00:00,,,,,,2019-09-04 05:00:00-05:00
2019-09-04 06:00:00,,,,,,2019-09-04 06:00:00-05:00
2019-09-04 07:00:00,,,,,,2019-09-04 07:00:00-05:00
2019-09-04 08:00:00,,,,,,2019-09-04 08:00:00-05:00
2019-09-04 09:00:00,,,,,,2019-09-04 09:00:00-05:00
2019-09-04 10:00:00,,,,,,2019-09-04 10:00:00-05:00
2019-09-04 11:00:00,,,,,,2019-09-04 11:00:00-05:00
2019-09-04 12:00:00,,,,,,2019-09-04 12:00:00-05:00
2019-09-04 13:00:00,,,,,,2019-09-04 13:00:00-05:00
2019-09-04 14:00:00,,,,,,2019-09-04 14:00:00-05:00
2019-09-04 15:00:00,,,,,,2019-09-04 15:00:00-05:00
2019-09-04 16:00:00,,,,,,2019-09-04 16:00:00-05:00
2019-09-04 17:00:00,,,,,,2019-09-04 17:00:00-05:00
2019-09-04 18:00:00,,,,,,2019-09-04 18:00:00-05:00
2019-09-04 19:00:00,,,,,,2019-09-04 19:00:00-05:00
2019-09-04 20:00:00,,,,,,2019-09-04 20:00:00-05:00
2019-09-04 21:00:00,,,,,,2019-09-04 21:00:00-05:00
2019-09-04 22:00:00,786.0,23.79,63.45,1.08,0.63,2019-09-04 22:00:00-05:00
2019-09-04 23:00:00,,,,,,2019-09-04 23:00:00-05:00
2019-09-05 00:00:00,,,,,,2019-09-05 00:00:00-05:00
2019-09-05 01:00:00,,,,,,2019-09-05 01:00:00-05:00
2019-09-05 02:00:00,,,,,,2019-09-05 02:00:00-05:00
2019-09-05 03:00:00,,,,,,2019-09-05 03:00:00-05:00
2019-09-05 04:00:00,,,,,,2019-09-05 04:00:00-05:00
2019-09-05 05:00:00,,,,,,2019-09-05 05:00:00-05:00
2019-09-05 06:00:00,,,,,,2019-09-05 06:00:00-05:00
2019-09-05 07:00:00,,,,,,2019-09-05 07:00:00-05:00
2019-09-05 08:00:00,,,,,,2019-09-05 08:00:00-05:00
2019-09-05 09:00:00,,,,,,2019-09-05 09:00:00-05:00
2019-09-05 10:00:00,,,,,,2019-09-05 10:00:00-05:00
2019-09-05 11:00:00,,,,,,2019-09-05 11:00:00-05:00
2019-09-05 12:00:00,,,,,,2019-09-05 12:00:00-05:00
2019-09-05 13:00:00,,,,,,2019-09-05 13:00:00-05:00
2019-09-05 14:00:00,,,,,,2019-09-05 14:00:00-05:00
2019-09-05 15:00:00,,,,,,2019-09-05 15:00:00-05:00
2019-09-05 16:00:00,866.43,33.06,42.61,2.92,4.16,2019-09-05 16:00:00-05:00
2019-09-05 17:00:00,865.0,36.64,37.05,3.9,5.98,2019-09-05 17:00:00-05:00
2019-09-05 18:00:00,863.83,37.43,32.89,4.32,5.96,2019-09-05 18:00:00-05:00
2019-09-05 19:00:00,863.0,33.49,36.01,3.37,6.56,2019-09-05 19:00:00-05:00
2019-09-05 20:00:00,862.5,26.17,51.93,1.65,6.77,2019-09-05 20:00:00-05:00
2019-09-05 21:00:00,862.67,25.74,49.26,1.7,6.07,2019-09-05 21:00:00-05:00
2019-09-05 22:00:00,863.33,23.54,53.3,1.36,5.5,2019-09-05 22:00:00-05:00
