date,Air.Pressure_hourly.mean,Air.Temperature_hourly.mean,Relative.Humidity_hourly.mean,sensors.VPD,Solar.Voltage_hourly.mean,localTime
2019-08-31 10:00:00,1011.0,22.95,54.59,1.27,0.64,2019-08-31 10:00:00-05:00
2019-08-31 11:00:00,,,,,,2019-08-31 11:00:00-05:00
2019-08-31 12:00:00,,,,,,2019-08-31 12:00:00-05:00
2019-08-31 13:00:00,,,,,,2019-08-31 13:00:00-05:00
2019-08-31 14:00:00,,,,,,2019-08-31 14:00:00-05:00
2019-08-31 15:00:00,,,,,,2019-08-31 15:00:00-05:00
2019-08-31 16:00:00,,,,,,2019-08-31 16:00:00-05:00
2019-08-31 17:00:00,,,,,,2019-08-31 17:00:00-05:00
2019-08-31 18:00:00,,,,,,2019-08-31 18:00:00-05:00
2019-08-31 19:00:00,,,,,,2019-08-31 19:00:00-05:00
2019-08-31 20:00:00,,,,,,2019-08-31 20:00:00-05:00
2019-08-31 21:00:00,,,,,,2019-08-31 21:00:00-05:00
2019-08-31 22:00:00,,,,,,2019-08-31 22:00:00-05:00
2019-08-31 23:00:00,,,,,,2019-08-31 23:00:00-05:00
2019-09-01 00:00:00,,,,,,2019-09-01 00:00:00-05:00
2019-09-01 01:00:00,,,,,,2019-09-01 01:00:00-05:00
2019-09-01 02:00:00,,,,,,2019-09-01 02:00:00-05:00
2019-09-01 03:00:00,,,,,,2019-09-01 03:00:00-05:00
2019-09-01 04:00:00,,,,,,2019-09-01 04:00:00-05:00
2019-09-01 05:00:00,,,,,,2019-09-01 05:00:00-05:00
2019-09-01 06:00:00,,,,,,2019-09-01 06:00:00-05:00
2019-09-01 07:00:00,,,,,,2019-09-01 07:00:00-05:00
2019-09-01 08:00:00,,,,,,2019-09-01 08:00:00-05:00
2019-09-01 09:00:00,,,,,,2019-09-01 09:00:00-05:00
2019-09-01 10:00:00,,,,,,2019-09-01 10:00:00-05:00
2019-09-01 11:00:00,,,,,,2019-09-01 11:00:00-05:00
2019-09-01 12:00:00,,,,,,2019-09-01 12:00:00-05:00
2019-09-01 13:00:00,,,,,,2019-09-01 13:00:00-05:00
2019-09-01 14:00:00,,,,,,2019-09-01 14:00:00-05:00
2019-09-01 15:00:00,,,,,,2019-09-01 15:00:00-05:00
2019-09-01 16:00:00,1019.0,21.7,42.57,1.49,0.55,2019-09-01 16:00:00-05:00
2019-09-01 17:00:00,,,,,,2019-09-01 17:00:00-05:00
2019-09-01 18:00:00,,,,,,2019-09-01 18:00:00-05:00
2019-09-01 19:00:00,,,,,,2019-09-01 19:00:00-05:00
2019-09-01 20:00:00,,,,,,2019-09-01 20:00:00-05:00
2019-09-01 21:00:00,,,,,,2019-09-01 21:00:00-05:00
2019-09-01 22:00:00,,,,,,2019-09-01 22:00:00-05:00
2019-09-01 23:00:00,,,,,,2019-09-01 23:00:00-05:00
2019-09-02 00:00:00,,,,,,2019-09-02 00:00:00-05:00
2019-09-02 01:00:00,,,,,,2019-09-02 01:00:00-05:00
2019-09-02 02:00:00,,,,,,2019-09-02 02:00:00-05:00
2019-09-02 03:00:00,,,,,,2019-09-02 03:00:00-05:00
2019-09-02 04:00:00,,,,,,2019-09-02 04:00:00-05:00
2019-09-02 05:00:00,,,,,,2019-09-02 05:00:00-05:00
2019-09-02 06:00:00,,,,,,2019-09-02 06:00:00-05:00
2019-09-02 07:00:00,,,,,,2019-09-02 07:00:00-05:00
2019-09-02 08:00:00,,,,,,2019-09-02 08:00:00-05:00
2019-09-02 09:00:00,,,,,,2019-09-02 09:00:00-05:00
2019-09-02 10:00:00,,,,,,2019-09-02 10:00:00-05:00
2019-09-02 11:00:00,,,,,,2019-09-02 11:00:00-05:00
2019-09-02 12:00:00,,,,,,2019-09-02 12:00:00-05:00
2019-09-02 13:00:00,,,,,,2019-09-02 13:00:00-05:00
2019-09-02 14:00:00,,,,,,2019-09-02 14:00:00-05:00
2019-09-02 15:00:00,,,,,,2019-09-02 15:00:00-05:00
2019-09-02 16:00:00,,,,,,2019-09-02 16:00:00-05:00
2019-09-02 17:00:00,,,,,,2019-09-02 17:00:00-05:00
2019-09-02 18:00:00,,,,,,2019-09-02 18:00:00-05:00
2019-09-02 19:00:00,,,,,,2019-09-02 19:00:00-05:00
2019-09-02 20:00:00,,,,,,2019-09-02 20:00:00-05:00
2019-09-02 21:00:00,,,,,,2019-09-02 21:00:00-05:00
2019-09-02 22:00:00,,,,,,2019-09-02 22:00:00-05:00
2019-09-02 23:00:00,,,,,,2019-09-02 23:00:00-05:00
2019-09-03 00:00:00,,,,,,2019-09-03 00:00:00-05:00
2019-09-03 01:00:00,,,,,,2019-09-03 01:00:00-05:00
2019-09-03 02:00:00,,,,,,2019-09-03 02:00:00-05:00
2019-09-03 03:00:00,,,,,,2019-09-03 03:00:00-05:00
2019-09-03 04:00:00,,,,,,2019-09-03 04:00:00-05:00
2019-09-03 05:00:00,,,,,,2019-09-03 05:00:00-05:00
2019-09-03 06:00:00,,,,,,2019-09-03 06:00:00-05:00
2019-09-03 07:00:00,,,,,,2019-09-03 07:00:00-05:00
2019-09-03 08:00:00,,,,,,2019-09-03 08:00:00-05:00
2019-09-03 09:00:00,,,,,,2019-09-03 09:00:00-05:00
2019-09-03 10:00:00,,,,,,2019-09-03 10:00:00-05:00
2019-09-03 11:00:00,,,,,,2019-09-03 11:00:00-05:00
2019-09-03 12:00:00,,,,,,2019-09-03 12:00:00-05:00
2019-09-03 13:00:00,,,,,,2019-09-03 13:00:00-05:00
2019-09-03 14:00:00,,,,,,2019-09-03 14:00:00-05:00
2019-09-03 15:00:00,,,,,,2019-09-03 15:00:00-05:00
2019-09-03 16:00:00,,,,,,2019-09-03 16:00:00-05:00
2019-09-03 17:00:00,,,,,,2019-09-03 17:00:00-05:00
2019-09-03 18:00:00,,,,,,2019-09-03 18:00:00-05:00
2019-09-03 19:00:00,,,,,,2019-09-03 19:00:00-05:00
2019-09-03 20:00:00,,,,,,2019-09-03 20:00:00-05:00
2019-09-03 21:00:00,,,,,,2019-09-03 21:00:00-05:00
2019-09-03 22:00:00,,,,,,2019-09-03 22:00:00-05:00
2019-09-03 23:00:00,,,,,,2019-09-03 23:00:00-05:00
2019-09-04 00:00:00,,,,,,2019-09-04 00:00:00-05:00
2019-09-04 01:00:00,,,,,,2019-09-04 01:00:00-05:00
2019-09-04 02:00:00,,,,,,2019-09-04 02:00:00-05:00
2019-09-04 03:00:00,,,,,,2019-09-04 03:00:00-05:00
2019-09-04 04:00:00,,,,,,2019-09-04 04:00:00-05:00
2019-09-04 05:00:00,,,,,,2019-09-04 05:00:00-05:00
2019-09-04 06:00:00,,,,,,2019-09-04 06:00:00-05:00
2019-09-04 07:00:00,,,,,,2019-09-04 07:00:00-05:00
2019-09-04 08:00:00,,,,,,2019-09-04 08:00:00-05:00
2019-09-04 09:00:00,,,,,,2019-09-04 09:00:00-05:00
2019-09-04 10:00:00,,,,,,2019-09-04 10:00:00-05:00
2019-09-04 11:00:00,,,,,,2019-09-04 11:00:00-05:00
2019-09-04 12:00:00,,,,,,2019-09-04 12:00:00-05:00
2019-09-04 13:00:00,,,,,,2019-09-04 13:00:00-05:00
2019-09-04 14:00:00,,,,,,2019-09-04 14:00:00-05:00
2019-09-04 15:00:00,,,,,,2019-09-04 15:00:00-05:00
2019-09-04 16:00:00,,,,,,2019-09-04 16:00:00-05:00
2019-09-04 17:00:00,,,,,,2019-09-04 17:00:00-05:00
2019-09-04 18:00:00,,,,,,2019-09-04 18:00:00-05:00
2019-09-04 19:00:00,,,,,,2019-09-04 19:00:00-05:00
2019-09-04 20:00:00,,,,,,2019-09-04 20:00:00-05:00
2019-09-04 21:00:00,,,,,,2019-09-04 21:00:00-05:00
2019-09-04 22:00:00,,,,,,2019-09-04 22:00:00-05:00
2019-09-04 23:00:00,,,,,,2019-09-04 23:00:00-05:00
2019-09-05 00:00:00,,,,,,2019-09-05 00:00:00-05:00
2019-09-05 01:00:00,,,,,,2019-09-05 01:00:00-05:00
2019-09-05 02:00:00,,,,,,2019-09-05 02:00:00-05:00
2019-09-05 03:00:00,,,,,,2019-09-05 03:00:00-05:00
2019-09-05 04:00:00,,,,,,2019-09-05 04:00:00-05:00
2019-09-05 05:00:00,,,,,,2019-09-05 05:00:00-05:00
2019-09-05 06:00:00,,,,,,2019-09-05 06:00:00-05:00
2019-09-05 07:00:00,,,,,,2019-09-05 07:00:00-05:00
2019-09-05 08:00:00,,,,,,2019-09-05 08:00:00-05:00
2019-09-05 09:00:00,,,,,,2019-09-05 09:00:00-05:00
2019-09-05 10:00:00,,,,,,2019-09-05 10:00:00-05:00
2019-09-05 11:00:00,,,,,,2019-09-05 11:00:00-05:00
2019-09-05 12:00:00,,,,,,2019-09-05 12:00:00-05:00
2019-09-05 13:00:00,,,,,,2019-09-05 13:00:00-05:00
2019-09-05 14:00:00,,,,,,2019-09-05 14:00:00-05:00
2019-09-05 15:00:00,,,,,,2019-09-05 15:00:00-05:00
2019-09-05 16:00:00,,,,,,2019-09-05 16:00:00-05:00
2019-09-05 17:00:00,,,,,,2019-09-05 17:00:00-05:00
2019-09-05 18:00:00,,,,,,2019-09-05 18:00:00-05:00
2019-09-05 19:00:00,,,,,,2019-09-05 19:00:00-05:00
2019-09-05 20:00:00,,,,,,2019-09-05 20:00:00-05:00
2019-09-05 21:00:00,,,,,,2019-09-05 21:00:00-05:00
2019-09-05 22:00:00,,,,,,2019-09-05 22:00:00-05:00
2019-09-05 23:00:00,,,,,,2019-09-05 23:00:00-05:00
2019-09-06 00:00:00,,,,,,2019-09-06 00:00:00-05:00
2019-09-06 01:00:00,,,,,,2019-09-06 01:00:00-05:00
2019-09-06 02:00:00,,,,,,2019-09-06 02:00:00-05:00
2019-09-06 03:00:00,,,,,,2019-09-06 03:00:00-05:00
2019-09-06 04:00:00,,,,,,2019-09-06 04:00:00-05:00
2019-09-06 05:00:00,,,,,,2019-09-06 05:00:00-05:00
2019-09-06 06:00:00,,,,,,2019-09-06 06:00:00-05:00
2019-09-06 07:00:00,,,,,,2019-09-06 07:00:00-05:00
2019-09-06 08:00:00,,,,,,2019-09-06 08:00:00-05:00
2019-09-06 09:00:00,,,,,,2019-09-06 09:00:00-05:00
2019-09-06 10:00:00,,,,,,2019-09-06 10:00:00-05:00
2019-09-06 11:00:00,,,,,,2019-09-06 11:00:00-05:00
2019-09-06 12:00:00,,,,,,2019-09-06 12:00:00-05:00
2019-09-06 13:00:00,,,,,,2019-09-06 13:00:00-05:00
2019-09-06 14:00:00,,,,,,2019-09-06 14:00:00-05:00
2019-09-06 15:00:00,876.33,29.05,49.55,2.04,4.64,2019-09-06 15:00:00-05:00
2019-09-06 16:00:00,875.33,33.8,35.6,3.43,5.9,2019-09-06 16:00:00-05:00
2019-09-06 17:00:00,873.5,36.4,31.02,4.2,6.04,2019-09-06 17:00:00-05:00
2019-09-06 18:00:00,872.17,34.27,32.86,3.69,6.65,2019-09-06 18:00:00-05:00
2019-09-06 19:00:00,872.0,30.86,38.34,2.77,6.69,2019-09-06 19:00:00-05:00
2019-09-06 20:00:00,872.0,27.5,45.35,2.01,6.64,2019-09-06 20:00:00-05:00
2019-09-06 21:00:00,871.0,27.41,49.25,1.86,6.51,2019-09-06 21:00:00-05:00
2019-09-06 22:00:00,872.0,24.26,56.07,1.34,5.51,2019-09-06 22:00:00-05:00
2019-09-06 23:00:00,872.67,21.53,62.98,0.95,0.63,2019-09-06 23:00:00-05:00
2019-09-07 00:00:00,873.33,20.31,66.79,0.79,0.01,2019-09-07 00:00:00-05:00
2019-09-07 01:00:00,874.0,19.68,66.82,0.76,0.01,2019-09-07 01:00:00-05:00
2019-09-07 02:00:00,874.83,19.48,67.5,0.74,0.01,2019-09-07 02:00:00-05:00
2019-09-07 03:00:00,875.0,19.16,69.58,0.68,0.01,2019-09-07 03:00:00-05:00
2019-09-07 04:00:00,875.0,18.66,70.9,0.63,0.02,2019-09-07 04:00:00-05:00
2019-09-07 05:00:00,875.0,18.52,72.53,0.59,0.04,2019-09-07 05:00:00-05:00
2019-09-07 06:00:00,874.0,18.1,74.42,0.53,0.01,2019-09-07 06:00:00-05:00
2019-09-07 07:00:00,874.0,17.89,74.75,0.52,0.01,2019-09-07 07:00:00-05:00
2019-09-07 08:00:00,874.33,17.76,74.97,0.51,0.03,2019-09-07 08:00:00-05:00
2019-09-07 09:00:00,874.0,17.44,77.55,0.45,0.02,2019-09-07 09:00:00-05:00
2019-09-07 10:00:00,874.33,16.99,79.82,0.39,1.28,2019-09-07 10:00:00-05:00
2019-09-07 11:00:00,875.17,17.71,79.17,0.43,6.41,2019-09-07 11:00:00-05:00
2019-09-07 12:00:00,876.0,25.53,54.77,1.51,6.87,2019-09-07 12:00:00-05:00
2019-09-07 13:00:00,875.33,31.31,42.69,2.64,6.71,2019-09-07 13:00:00-05:00
2019-09-07 14:00:00,875.0,34.96,36.65,3.57,6.53,2019-09-07 14:00:00-05:00
2019-09-07 15:00:00,874.33,36.68,32.51,4.17,6.49,2019-09-07 15:00:00-05:00
2019-09-07 16:00:00,873.33,38.17,30.09,4.68,6.5,2019-09-07 16:00:00-05:00
2019-09-07 17:00:00,871.83,37.36,30.35,4.47,6.48,2019-09-07 17:00:00-05:00
2019-09-07 18:00:00,871.0,36.26,31.39,4.17,6.62,2019-09-07 18:00:00-05:00
2019-09-07 19:00:00,870.17,35.61,30.91,4.02,6.57,2019-09-07 19:00:00-05:00
2019-09-07 20:00:00,869.67,33.74,32.82,3.54,6.51,2019-09-07 20:00:00-05:00
2019-09-07 21:00:00,869.0,31.01,37.63,2.81,6.53,2019-09-07 21:00:00-05:00
2019-09-07 22:00:00,869.83,28.7,42.54,2.27,5.95,2019-09-07 22:00:00-05:00
2019-09-07 23:00:00,870.83,25.5,50.96,1.61,1.2,2019-09-07 23:00:00-05:00
2019-09-08 00:00:00,871.83,24.37,48.23,1.59,0.03,2019-09-08 00:00:00-05:00
2019-09-08 01:00:00,872.83,24.85,44.4,1.75,0.02,2019-09-08 01:00:00-05:00
2019-09-08 02:00:00,873.83,22.16,51.97,1.29,0.02,2019-09-08 02:00:00-05:00
2019-09-08 03:00:00,874.17,20.82,56.55,1.07,0.01,2019-09-08 03:00:00-05:00
2019-09-08 04:00:00,875.0,20.18,59.53,0.96,0.02,2019-09-08 04:00:00-05:00
2019-09-08 05:00:00,875.0,19.81,64.65,0.82,0.01,2019-09-08 05:00:00-05:00
2019-09-08 06:00:00,875.0,19.49,65.41,0.79,0.02,2019-09-08 06:00:00-05:00
2019-09-08 07:00:00,874.17,19.16,66.71,0.74,0.02,2019-09-08 07:00:00-05:00
2019-09-08 08:00:00,874.83,18.9,69.03,0.68,0.02,2019-09-08 08:00:00-05:00
2019-09-08 09:00:00,875.0,18.83,68.62,0.68,0.01,2019-09-08 09:00:00-05:00
2019-09-08 10:00:00,875.0,18.79,69.96,0.65,0.96,2019-09-08 10:00:00-05:00
2019-09-08 11:00:00,876.0,18.94,71.22,0.63,6.07,2019-09-08 11:00:00-05:00
2019-09-08 12:00:00,877.0,21.48,64.46,0.92,6.79,2019-09-08 12:00:00-05:00
2019-09-08 13:00:00,877.0,26.96,51.16,1.78,6.85,2019-09-08 13:00:00-05:00
2019-09-08 14:00:00,876.83,32.78,39.17,3.04,6.67,2019-09-08 14:00:00-05:00
2019-09-08 15:00:00,876.0,35.38,32.74,3.87,6.61,2019-09-08 15:00:00-05:00
2019-09-08 16:00:00,874.67,35.64,31.35,4.01,6.65,2019-09-08 16:00:00-05:00
2019-09-08 17:00:00,873.5,36.84,29.66,4.38,6.57,2019-09-08 17:00:00-05:00
2019-09-08 18:00:00,872.17,38.68,25.6,5.12,6.6,2019-09-08 18:00:00-05:00
2019-09-08 19:00:00,871.0,35.0,27.27,4.1,6.61,2019-09-08 19:00:00-05:00
2019-09-08 20:00:00,870.83,31.67,32.48,3.18,6.39,2019-09-08 20:00:00-05:00
2019-09-08 21:00:00,871.0,27.66,39.02,2.27,6.15,2019-09-08 21:00:00-05:00
2019-09-08 22:00:00,871.0,25.05,45.39,1.74,5.56,2019-09-08 22:00:00-05:00
2019-09-08 23:00:00,871.83,23.15,49.44,1.44,0.94,2019-09-08 23:00:00-05:00
