date,Air.Pressure_hourly.mean,Air.Temperature_hourly.mean,Relative.Humidity_hourly.mean,sensors.VPD,Solar.Voltage_hourly.mean,localTime
2019-08-31 11:00:00,1010.5,23.38,53.53,1.34,5.97,2019-08-31 11:00:00-05:00
2019-08-31 12:00:00,,,,,,2019-08-31 12:00:00-05:00
2019-08-31 13:00:00,,,,,,2019-08-31 13:00:00-05:00
2019-08-31 14:00:00,,,,,,2019-08-31 14:00:00-05:00
2019-08-31 15:00:00,,,,,,2019-08-31 15:00:00-05:00
2019-08-31 16:00:00,,,,,,2019-08-31 16:00:00-05:00
2019-08-31 17:00:00,,,,,,2019-08-31 17:00:00-05:00
2019-08-31 18:00:00,,,,,,2019-08-31 18:00:00-05:00
2019-08-31 19:00:00,,,,,,2019-08-31 19:00:00-05:00
2019-08-31 20:00:00,,,,,,2019-08-31 20:00:00-05:00
2019-08-31 21:00:00,,,,,,2019-08-31 21:00:00-05:00
2019-08-31 22:00:00,,,,,,2019-08-31 22:00:00-05:00
2019-08-31 23:00:00,,,,,,2019-08-31 23:00:00-05:00
2019-09-01 00:00:00,,,,,,2019-09-01 00:00:00-05:00
2019-09-01 01:00:00,,,,,,2019-09-01 01:00:00-05:00
2019-09-01 02:00:00,,,,,,2019-09-01 02:00:00-05:00
2019-09-01 03:00:00,,,,,,2019-09-01 03:00:00-05:00
2019-09-01 04:00:00,,,,,,2019-09-01 04:00:00-05:00
2019-09-01 05:00:00,,,,,,2019-09-01 05:00:00-05:00
2019-09-01 06:00:00,,,,,,2019-09-01 06:00:00-05:00
2019-09-01 07:00:00,,,,,,2019-09-01 07:00:00-05:00
2019-09-01 08:00:00,,,,,,2019-09-01 08:00:00-05:00
2019-09-01 09:00:00,,,,,,2019-09-01 09:00:00-05:00
2019-09-01 10:00:00,,,,,,2019-09-01 10:00:00-05:00
2019-09-01 11:00:00,,,,,,2019-09-01 11:00:00-05:00
2019-09-01 12:00:00,,,,,,2019-09-01 12:00:00-05:00
2019-09-01 13:00:00,,,,,,2019-09-01 13:00:00-05:00
2019-09-01 14:00:00,,,,,,2019-09-01 14:00:00-05:00
2019-09-01 15:00:00,,,,,,2019-09-01 15:00:00-05:00
2019-09-01 16:00:00,,,,,,2019-09-01 16:00:00-05:00
2019-09-01 17:00:00,1019.0,22.05,38.31,1.64,0.53,2019-09-01 17:00:00-05:00
